max_depth,accuracy_mean,accuracy_std,auc_macro_mean,auc_macro_std
4,0.9578947368421051,0.06862318321265948,0.9932142857142857,0.01132204820296235
6,0.968421052631579,0.04707511531578505,0.9954761904761906,0.008265026170337959
None,0.968421052631579,0.04707511531578505,0.9961904761904762,0.006702708695361524
