image_id,class_id,class_name,nuclear_fragmentation_index,cell_shrinkage_ratio,membrane_blebbing_score,chromatin_condensation_proxy,cell_swelling_index,membrane_permeability_proxy,mean_intensity,total_intensity,intensity_variance,area_covered_ratio,cell_count,density_cells_per_10k_px,cell_area_mean,cell_area_std,cell_area_median,small_cell_fraction,medium_cell_fraction,large_cell_fraction,plate_id
img_1_181,1,early_apoptosis,0.3251088534107402,0.36429608127721336,0.0,1863.8645872065063,2.5,57.39153271655665,39.6151123046875,10384864.0,1863.8297819942236,0.3053321838378906,1378.0,52.5665283203125,58.08490753173828,115.00139617919922,33.0,0.6531204644412192,0.32728592162554426,0.019593613933236574,130
img_2_51,2,late_apoptosis,0.1043731778425656,0.2466472303206997,0.0,1233.1010799388157,1.2857142857142858,48.359867106732295,43.44119644165039,11387849.0,1233.1035749174043,0.20149612426757812,1715.0,65.42205810546875,30.79941749572754,68.32341766357422,20.0,0.9055393586005831,0.08688046647230321,0.007580174927113703,208
img_3_83,3,necrosis,0.10891681627767803,0.2537402752842609,0.0,1803.2413209466804,1.3846153846153846,39.15410986614409,46.54643249511719,12201868.0,1803.3718827196863,0.20846939086914062,1671.0,63.74359130859375,32.704368591308594,108.06742858886719,20.0,0.9108318372232196,0.08378216636744465,0.005385996409335727,313
img_0_203,0,viable,0.1041312959818902,0.2699490662139219,0.0,1047.7094148385022,1.3846153846153846,82.59644806439114,41.428165435791016,10860145.0,1047.890622266088,0.19687652587890625,1767.0,67.40570068359375,29.20769691467285,64.58716583251953,20.0,0.9162422184493492,0.07923033389926429,0.004527447651386531,33
img_2_130,2,late_apoptosis,0.10710259301014656,0.24464487034949267,0.0,931.6320675274959,1.2857142857142858,52.40723840663464,41.54106903076172,10889742.0,931.8927454025834,0.1974945068359375,1774.0,67.6727294921875,29.183765411376953,47.23480987548828,20.0,0.9024802705749718,0.08906426155580609,0.008455467869222097,221
img_0_93,0,viable,0.1004062681369704,0.2565293093441672,0.0,1391.215826184701,1.3076923076923077,68.83242909571705,43.691410064697266,11453441.0,1391.389837712035,0.1975555419921875,1723.0,65.72723388671875,30.05687713623047,79.71561431884766,20.0,0.918165989553105,0.07661056297156123,0.00522344747533372,15
img_2_58,2,late_apoptosis,0.2615089514066496,0.319693094629156,0.0,1604.9809662769953,2.265625,36.44542994906583,38.52473068237305,10099027.0,1604.978201564736,0.285308837890625,1564.0,59.661865234375,47.82097244262695,95.50682830810547,27.0,0.7308184143222506,0.2506393861892583,0.01854219948849105,209
img_0_68,0,viable,0.10264290104486785,0.2421634910878918,0.0,1745.3672710563944,1.2142857142857142,69.70019361355199,46.02379608154297,12064862.0,1745.482671966718,0.20401763916015625,1627.0,62.06512451171875,32.871543884277344,93.36021423339844,20.0,0.9121081745543946,0.08051628764597418,0.007375537799631223,11
img_2_122,2,late_apoptosis,0.28382630585273755,0.3410950283196979,0.0,1299.0435083369184,2.3529411764705883,35.525956448271316,36.66521072387695,9611565.0,1299.0471454191575,0.291534423828125,1589.0,60.61553955078125,48.09565734863281,77.58045959472656,29.0,0.6922592825676526,0.29515418502202645,0.012586532410320957,220
img_1_34,1,early_apoptosis,0.26741293532338306,0.35758706467661694,0.0,1501.913963690341,2.25,44.08622534406171,37.5288200378418,9837955.0,1501.9039927086412,0.2894477844238281,1608.0,61.34033203125,47.18718719482422,92.65458679199219,29.0,0.7356965174129353,0.2531094527363184,0.011194029850746268,105
